Time,ObjectName,X,Y
18.70022,star42,-8,6.95
18.68359,star42,-8,6.896399
18.68237,star42,-8,6.846399
18.66718,star42,-8,6.789199
18.66521,star42,-8,6.739199
18.65006,star42,-8,6.678399
18.64883,star42,-8,6.628399
18.63396,star42,-8,6.563999
18.63274,star42,-8,6.513999
18.61732,star42,-8,6.463998
18.60132,star42,-8,6.395998
18.6,star42,-8,6.345998
18.58367,star42,-8,6.274398
18.56797,star42,-8,6.199198
18.55162,star42,-8,6.120398
18.53444,star42,-8,6.037997
18.51783,star42,-8,5.987997
18.50094,star42,-8,5.901997
18.48475,star42,-8,5.812397
18.46825,star42,-8,5.719197
18.46189,star42,-8,5.669197
18.4561,star42,-8,5.619196
18.45514,star42,-8,5.569196
18.45415,star42,-8,5.472396
18.45317,star42,-8,5.422396
18.43481,star42,-8,5.321996
18.43377,star42,-8,5.271996
18.41703,star42,-8,5.221995
18.40141,star42,-8,5.117995
18.40023,star42,-8,5.067995
18.39425,star42,-8,4.960395
18.39314,star42,-8,4.910395
18.38424,star42,-8,4.860394
18.38326,star42,-8,4.810394
18.36772,star42,-8,4.699194
18.36667,star42,-8,4.649194
18.35077,star42,-8,4.534394
18.34963,star42,-8,4.484394
18.334,star42,-8,4.365993
18.33286,star42,-8,4.315993
18.31771,star42,-8,4.265993
18.31677,star42,-8,4.215993
18.30545,star42,-8,4.093993
18.29962,star42,-8,4.043993
18.28464,star42,-8,3.918393
18.28353,star42,-8,3.868393
18.26719,star42,-8,3.739193
18.25156,star42,-8,3.606393
18.23489,star42,-8,3.469993
18.2183,star42,-8,3.419993
18.20103,star42,-8,3.279993
18.19997,star42,-8,3.229993
18.18397,star42,-8,3.086393
18.16788,star42,-8,2.939193
18.15137,star42,-8,2.788393
18.135,star42,-8,2.738393
18.11828,star42,-8,2.583993
18.11711,star42,-8,2.533993
18.10032,star42,-8,2.375993
18.08505,star42,-8,2.214394
18.06829,star42,-8,2.049194
18.05171,star42,-8,1.880394
18.0349,star42,-8,1.707994
18.03367,star42,-8,1.657994
18.01695,star42,-8,1.607994
18.00138,star42,-8,1.431994
18.00024,star42,-8,1.381994
17.98351,star42,-8,1.202394
17.96796,star42,-8,1.019194
17.9516,star42,-8,0.8323944
17.93489,star42,-8,0.6419945
17.91821,star42,-8,0.5919945
17.91201,star42,-8,0.3979945
17.91095,star42,-8,0.3479945
17.90181,star42,-8,0.2979945
17.89644,star42,-8,0.2479945
17.89543,star42,-8,0.1979945
17.89454,star42,-8,0.0003945641
17.89356,star42,-8,-0.04960544
17.88419,star42,-8,-0.09960544
17.88308,star42,-8,-0.1496054
17.87217,star42,-8,-0.3508054
17.87105,star42,-8,-0.4008054
17.8654,star42,-8,-0.4508054
17.85149,star42,-8,-0.6556054
17.85035,star42,-8,-0.7056054
17.83381,star42,-8,-0.9140053
17.83277,star42,-8,-0.9640054
17.81777,star42,-8,-1.014005
17.80161,star42,-8,-1.226005
17.80044,star42,-8,-1.276005
17.7838,star42,-8,-1.491605
17.76851,star42,-8,-1.710805
17.7514,star42,-8,-1.933605
17.73482,star42,-8,-2.160005
17.71809,star42,-8,-2.210005
17.70155,star42,-8,-2.440005
17.68483,star42,-8,-2.673605
17.66788,star42,-8,-2.910805
17.65152,star42,-8,-3.151605
17.64498,star42,-8,-3.201605
17.63478,star42,-8,-3.446005
17.61806,star42,-8,-3.496005
17.60147,star42,-8,-3.744004
17.58486,star42,-8,-3.995605
17.56813,star42,destroyed,destroyed
