Time,ObjectName,X,Y
33.79411,star27,-7,6.9464
33.7928,star27,-7,6.896399
33.78479,star27,-7,6.846399
33.78382,star27,-7,6.796399
33.76749,star27,-7,6.739199
33.76641,star27,-7,6.689199
33.7509,star27,-7,6.628399
33.74978,star27,-7,6.578399
33.73382,star27,-7,6.513999
33.73189,star27,-7,6.463998
33.71668,star27,-7,6.413998
33.70145,star27,-7,6.345998
33.70041,star27,-7,6.295998
33.68386,star27,-7,6.224398
33.6828,star27,-7,6.174397
33.66758,star27,-7,6.099197
33.66649,star27,-7,6.049197
33.65118,star27,-7,5.970397
33.65018,star27,-7,5.920397
33.63425,star27,-7,5.837996
33.6182,star27,-7,5.787996
33.60181,star27,-7,5.701996
33.60069,star27,-7,5.651996
33.5841,star27,-7,5.562396
33.5829,star27,-7,5.512396
33.56756,star27,-7,5.419196
33.55143,star27,-7,5.322395
33.53479,star27,-7,5.221995
33.51836,star27,-7,5.171995
33.51257,star27,-7,5.067995
33.51149,star27,-7,5.017995
33.50172,star27,-7,4.967995
33.50068,star27,-7,4.917994
33.49976,star27,-7,4.867994
33.49877,star27,-7,4.817994
33.49784,star27,-7,4.767994
33.49698,star27,-7,4.717994
33.49608,star27,-7,4.667994
33.49518,star27,-7,4.617993
33.49428,star27,-7,4.510393
33.49328,star27,-7,4.460393
33.48437,star27,-7,4.410393
33.46825,star27,-7,4.299192
33.46718,star27,-7,4.249192
33.45067,star27,-7,4.134392
33.43486,star27,-7,4.015992
33.41839,star27,-7,3.965992
33.40182,star27,-7,3.843992
33.38502,star27,-7,3.718392
33.36844,star27,-7,3.589192
33.35155,star27,-7,3.456393
33.335,star27,-7,3.406393
33.31834,star27,-7,3.269993
33.31725,star27,-7,3.219993
33.31131,star27,-7,3.079993
33.31027,star27,-7,3.029993
33.30101,star27,-7,2.979993
33.2849,star27,-7,2.836393
33.28386,star27,-7,2.786393
33.26724,star27,-7,2.639193
33.25154,star27,-7,2.488393
33.23483,star27,-7,2.333993
33.21761,star27,-7,2.283993
33.2014,star27,-7,2.125993
33.20026,star27,-7,2.075993
33.18368,star27,-7,1.914393
33.16809,star27,-7,1.749194
33.15154,star27,-7,1.580394
33.14532,star27,-7,1.530394
33.13979,star27,-7,1.480394
33.13863,star27,-7,1.430394
33.13779,star27,-7,1.380394
33.13688,star27,-7,1.330394
33.13597,star27,-7,1.280394
33.12203,star27,-7,1.107994
33.12086,star27,-7,1.057994
33.11527,star27,-7,1.007994
33.11438,star27,-7,0.8319942
33.10535,star27,-7,0.7819942
33.09986,star27,-7,0.7319942
33.09887,star27,-7,0.6819942
33.08879,star27,-7,0.5023943
33.08765,star27,-7,0.4523942
33.08236,star27,-7,0.4023942
33.08131,star27,-7,0.3523942
33.07212,star27,-7,0.1691943
33.06657,star27,-7,0.1191943
33.05175,star27,-7,-0.06760567
33.05066,star27,-7,-0.1176057
33.0341,star27,-7,-0.3080056
33.018,star27,-7,-0.3580056
33.00149,star27,-7,-0.5520056
33.00037,star27,-7,-0.6020056
32.98388,star27,-7,-0.7996055
32.98276,star27,-7,-0.8496056
32.96756,star27,-7,-1.050805
32.96656,star27,-7,-1.100805
32.95065,star27,-7,-1.305605
32.94955,star27,-7,-1.355605
32.93401,star27,-7,-1.564005
32.93296,star27,-7,-1.614005
32.91737,star27,-7,-1.664005
32.91637,star27,-7,-1.714005
32.90522,star27,-7,-1.926005
32.90406,star27,-7,-1.976005
32.89855,star27,-7,-2.026005
32.88468,star27,-7,-2.241605
32.88344,star27,-7,-2.291605
32.86736,star27,-7,-2.510804
32.86637,star27,-7,-2.560804
32.8507,star27,-7,-2.783604
32.83451,star27,-7,-3.010004
32.818,star27,-7,-3.060004
32.80145,star27,-7,-3.290004
32.79516,star27,-7,-3.340004
32.78485,star27,-7,-3.573604
32.7834,star27,-7,-3.623604
32.76706,star27,-7,-3.860804
32.75129,star27,destroyed,destroyed
