Time,ObjectName,X,Y
40.81836,star20,-8,6.95
40.80191,star20,-8,6.896399
40.78871,star20,-8,6.8392
40.78243,star20,-8,6.789199
40.76803,star20,-8,6.728399
40.76625,star20,-8,6.678399
40.75009,star20,-8,6.613999
40.73473,star20,-8,6.545999
40.71818,star20,-8,6.495998
40.70168,star20,-8,6.424398
40.69534,star20,-8,6.374398
40.68984,star20,-8,6.299198
40.68873,star20,-8,6.249198
40.68326,star20,-8,6.199198
40.68227,star20,-8,6.149198
40.67236,star20,-8,6.070397
40.67128,star20,-8,6.020397
40.66577,star20,-8,5.970397
40.65182,star20,-8,5.887997
40.65064,star20,-8,5.837996
40.63403,star20,-8,5.751997
40.63287,star20,-8,5.701996
40.61752,star20,-8,5.651996
40.60144,star20,-8,5.562396
40.60034,star20,-8,5.512396
40.58398,star20,-8,5.419196
40.5681,star20,-8,5.322395
40.55171,star20,-8,5.221995
40.53511,star20,-8,5.171995
40.51789,star20,-8,5.067995
40.51678,star20,-8,5.017995
40.50069,star20,-8,4.910395
40.48479,star20,-8,4.799194
40.46821,star20,-8,4.684394
40.45155,star20,-8,4.565994
40.4348,star20,-8,4.443994
40.41755,star20,-8,4.393994
40.40152,star20,-8,4.268394
40.40048,star20,-8,4.218393
40.39508,star20,-8,4.168393
40.39417,star20,-8,4.039193
40.39316,star20,-8,3.989193
40.38416,star20,-8,3.939193
40.36793,star20,-8,3.806393
40.36678,star20,-8,3.756393
40.36088,star20,-8,3.706393
40.35998,star20,-8,3.656394
40.35526,star20,-8,3.606394
40.35416,star20,-8,3.469994
40.35316,star20,-8,3.419994
40.33482,star20,-8,3.279994
40.31804,star20,-8,3.229994
40.30154,star20,-8,3.086394
40.28513,star20,-8,2.939194
40.26841,star20,-8,2.788394
40.25101,star20,-8,2.633994
40.23468,star20,-8,2.475994
40.21775,star20,-8,2.425994
40.20143,star20,-8,2.264394
40.1849,star20,-8,2.099194
40.16809,star20,-8,1.930394
40.15145,star20,-8,1.757995
40.13429,star20,-8,1.581995
40.11822,star20,-8,1.531995
40.10154,star20,-8,1.352395
40.10037,star20,-8,1.302395
40.0836,star20,-8,1.119195
40.08249,star20,-8,1.069195
40.06748,star20,-8,0.8823951
40.06637,star20,-8,0.8323951
40.05059,star20,-8,0.6419951
40.04949,star20,-8,0.5919951
40.0389,star20,-8,0.5419951
40.03787,star20,-8,0.4919951
40.03688,star20,-8,0.4419951
40.03598,star20,-8,0.3919951
40.02228,star20,-8,0.1979951
40.01032,star20,-8,0.00039519
39.99771,star20,-8,-0.04960481
39.98081,star20,-8,-0.2508048
39.97087,star20,-8,-0.4556047
39.96089,star20,-8,-0.5056047
39.94798,star20,-8,-0.7140046
39.94362,star20,-8,-0.7640046
39.92926,star20,-8,-0.9760046
39.92469,star20,-8,-1.026005
39.91214,star20,-8,-1.241604
39.90769,star20,-8,-1.291604
39.89626,star20,-8,-1.341604
39.86044,star20,-8,-1.733604
39.85763,star20,-8,-1.783604
39.84953,star20,-8,-2.010004
39.84766,star20,-8,-2.060004
39.84091,star20,-8,-2.110004
39.83956,star20,-8,-2.160004
39.83848,star20,-8,-2.210004
39.83735,star20,-8,-2.260004
39.83627,star20,-8,-2.310004
39.83518,star20,-8,-2.360004
39.83408,star20,-8,-2.590004
39.83288,star20,-8,-2.640004
39.82559,star20,-8,-2.690004
39.82405,star20,-8,-2.740004
39.81655,star20,-8,-2.790004
39.81526,star20,-8,-2.840003
39.80429,star20,-8,-3.073603
39.80277,star20,-8,-3.123603
39.77962,star20,-8,-3.360803
39.76582,star20,-8,-3.601603
39.74849,star20,-8,-3.846003
39.73153,star20,destroyed,destroyed
