Time,ObjectName,X,Y
52.94895,star8,-1,6.95
52.9338,star8,-1,6.896399
52.93249,star8,-1,6.846399
52.91705,star8,-1,6.796399
52.91584,star8,-1,6.746399
52.90522,star8,-1,6.689199
52.90387,star8,-1,6.639199
52.88472,star8,-1,6.578399
52.86792,star8,-1,6.513999
52.85137,star8,-1,6.445998
52.84515,star8,-1,6.395998
52.83951,star8,-1,6.345998
52.83846,star8,-1,6.295998
52.83754,star8,-1,6.245997
52.83652,star8,-1,6.195997
52.83555,star8,-1,6.145997
52.82194,star8,-1,6.074397
52.82073,star8,-1,6.024397
52.81469,star8,-1,5.949197
52.8014,star8,-1,5.899197
52.78469,star8,-1,5.820396
52.78235,star8,-1,5.770396
52.76637,star8,-1,5.687996
52.75149,star8,-1,5.601996
52.73458,star8,-1,5.512396
52.71767,star8,-1,5.462396
52.70125,star8,-1,5.369195
52.7001,star8,-1,5.319195
52.68375,star8,-1,5.222395
52.66788,star8,-1,5.121995
52.65109,star8,-1,5.017995
52.63449,star8,-1,4.910395
52.62823,star8,-1,4.860394
52.61796,star8,-1,4.810394
52.61694,star8,-1,4.760394
52.61584,star8,-1,4.710394
52.61482,star8,-1,4.599194
52.61375,star8,-1,4.549193
52.6079,star8,-1,4.499193
52.60696,star8,-1,4.449193
52.6058,star8,-1,4.399193
52.60483,star8,-1,4.349193
52.60375,star8,-1,4.299192
52.60286,star8,-1,4.249192
52.58894,star8,-1,4.134392
52.58333,star8,-1,4.084392
52.56812,star8,-1,3.965992
52.56704,star8,-1,3.915992
52.55037,star8,-1,3.793992
52.53492,star8,-1,3.668392
52.51829,star8,-1,3.618392
52.50144,star8,-1,3.489192
52.4848,star8,-1,3.356393
52.46793,star8,-1,3.219993
52.4515,star8,-1,3.079993
52.43489,star8,-1,2.936393
52.41821,star8,-1,2.886393
52.41218,star8,-1,2.739193
52.41113,star8,-1,2.689193
52.40163,star8,-1,2.639193
52.38507,star8,-1,2.488393
52.38395,star8,-1,2.438393
52.36732,star8,-1,2.283993
52.35149,star8,-1,2.125993
52.33506,star8,-1,2.075993
52.31782,star8,-1,1.914393
52.30159,star8,-1,1.749194
52.28481,star8,-1,1.580394
52.26817,star8,-1,1.407994
52.2515,star8,-1,1.231994
52.24533,star8,-1,1.181994
52.23981,star8,-1,1.131994
52.23874,star8,-1,1.081994
52.23785,star8,-1,1.031994
52.23695,star8,-1,0.9819941
52.23606,star8,-1,0.9319941
52.22234,star8,-1,0.7523941
52.22134,star8,-1,0.7023941
52.21584,star8,-1,0.6523941
52.20138,star8,-1,0.4691941
52.20023,star8,-1,0.4191941
52.18378,star8,-1,0.2323942
52.18264,star8,-1,0.1823942
52.16741,star8,-1,-0.008005772
52.16636,star8,-1,-0.05800577
52.15092,star8,-1,-0.2520057
52.14974,star8,-1,-0.3020057
52.14974,star8,destroyed,destroyed
