Time,ObjectName,X,Y
17.68483,star43,-8,6.9464
17.66788,star43,-8,6.8892
17.65152,star43,-8,6.8284
17.64498,star43,-8,6.778399
17.63478,star43,-8,6.713999
17.61806,star43,-8,6.663999
17.60147,star43,-8,6.595999
17.58486,star43,-8,6.524399
17.56813,star43,-8,6.449199
17.5513,star43,-8,6.370399
17.54394,star43,-8,6.320398
17.53511,star43,-8,6.270398
17.52908,star43,-8,6.187998
17.52782,star43,-8,6.137998
17.51825,star43,-8,6.087997
17.51727,star43,-8,6.037997
17.50513,star43,-8,5.951997
17.50406,star43,-8,5.901997
17.49752,star43,-8,5.851997
17.48469,star43,-8,5.762397
17.48366,star43,-8,5.712397
17.46729,star43,-8,5.619196
17.46626,star43,-8,5.569196
17.45079,star43,-8,5.472396
17.43492,star43,-8,5.371996
17.41779,star43,-8,5.321996
17.4016,star43,-8,5.217996
17.3849,star43,-8,5.110395
17.37866,star43,-8,5.060395
17.37314,star43,-8,4.949195
17.37206,star43,-8,4.899195
17.37116,star43,-8,4.849195
17.37026,star43,-8,4.799194
17.36935,star43,-8,4.749194
17.35564,star43,-8,4.699194
17.35012,star43,-8,4.584394
17.34916,star43,-8,4.534394
17.33899,star43,-8,4.484394
17.33806,star43,-8,4.434393
17.33715,star43,-8,4.384393
17.33625,star43,-8,4.334393
17.32234,star43,-8,4.215993
17.31695,star43,-8,4.165993
17.30148,star43,-8,4.043993
17.30046,star43,-8,3.993993
17.28392,star43,-8,3.868393
17.26813,star43,-8,3.739193
17.26211,star43,-8,3.689193
17.25662,star43,-8,3.639193
17.25562,star43,-8,3.589193
17.25463,star43,-8,3.456393
17.25366,star43,-8,3.406393
17.23478,star43,-8,3.269993
17.2182,star43,-8,3.219993
17.2018,star43,-8,3.079993
17.18449,star43,-8,2.936393
17.1686,star43,-8,2.789193
17.16303,star43,-8,2.739193
17.1575,star43,-8,2.689193
17.15643,star43,-8,2.639194
17.15556,star43,-8,2.589194
17.15465,star43,-8,2.438394
17.15365,star43,-8,2.388394
17.13512,star43,-8,2.338394
17.11826,star43,-8,2.183994
17.11711,star43,-8,2.133994
17.10079,star43,-8,1.975994
17.08502,star43,-8,1.814394
17.068,star43,-8,1.649194
17.05161,star43,-8,1.480394
17.03508,star43,-8,1.430394
17.01853,star43,-8,1.257994
17.0018,star43,-8,1.081995
16.98512,star43,-8,0.9023946
16.96777,star43,-8,0.7191946
16.95168,star43,-8,0.5323946
16.93491,star43,-8,0.3419947
16.9176,star43,-8,0.2919947
16.90161,star43,-8,0.09799474
16.90051,star43,-8,0.04799474
16.88392,star43,-8,-0.1496052
16.86839,star43,-8,-0.3508051
16.86221,star43,-8,-0.4008051
16.85671,star43,-8,-0.4508052
16.85574,star43,-8,-0.5008051
16.85486,star43,-8,-0.7056051
16.85385,star43,-8,-0.7556051
16.83514,star43,-8,-0.8056051
16.81849,star43,-8,-1.014005
16.8173,star43,-8,-1.064005
16.80065,star43,-8,-1.276005
16.78502,star43,-8,-1.491605
16.76773,star43,-8,-1.710805
16.75154,star43,-8,-1.933605
16.73496,star43,-8,-1.983605
16.71763,star43,-8,-2.210005
16.7016,star43,-8,-2.440005
16.69552,star43,-8,-2.490005
16.68973,star43,-8,-2.723604
16.68833,star43,-8,-2.773604
16.68283,star43,-8,-2.823604
16.66812,star43,-8,-3.060804
16.66697,star43,-8,-3.110804
16.65037,star43,-8,-3.351604
16.6391,star43,-8,-3.401604
16.63356,star43,-8,-3.646004
16.63234,star43,-8,-3.696004
16.61732,star43,-8,-3.746004
16.61607,star43,-8,-3.796004
16.60531,star43,destroyed,destroyed
