Time,ObjectName,X,Y
38.80163,star22,0,6.9464
38.78471,star22,0,6.8892
38.76834,star22,0,6.8284
38.75124,star22,0,6.763999
38.73483,star22,0,6.695999
38.71836,star22,0,6.645999
38.70111,star22,0,6.574399
38.68475,star22,0,6.499199
38.66842,star22,0,6.420399
38.65069,star22,0,6.337998
38.63445,star22,0,6.251998
38.61811,star22,0,6.201998
38.60151,star22,0,6.112398
38.58474,star22,0,6.019198
38.56819,star22,0,5.922398
38.55143,star22,0,5.821998
38.5348,star22,0,5.717998
38.518,star22,0,5.667997
38.51146,star22,0,5.560397
38.51038,star22,0,5.510397
38.50072,star22,0,5.460397
38.48471,star22,0,5.349196
38.48352,star22,0,5.299196
38.46723,star22,0,5.184396
38.4514,star22,0,5.065996
38.4349,star22,0,4.943996
38.41765,star22,0,4.893996
38.40128,star22,0,4.768395
38.4,star22,0,4.718395
38.38361,star22,0,4.589195
38.36798,star22,0,4.456395
38.35137,star22,0,4.319995
38.33426,star22,0,4.179995
38.31821,star22,0,4.129994
38.30153,star22,0,3.986395
38.30046,star22,0,3.936395
38.28318,star22,0,3.789195
38.28205,star22,0,3.739195
38.26716,star22,0,3.588395
38.25123,star22,0,3.433995
38.23465,star22,0,3.275995
38.21812,star22,0,3.225995
38.2016,star22,0,3.064395
38.20047,star22,0,3.014395
38.18306,star22,0,2.849195
38.16826,star22,0,2.680395
38.15842,star22,0,2.630395
38.152,star22,0,2.457995
38.15093,star22,0,2.407995
38.14555,star22,0,2.357996
38.14021,star22,0,2.307996
38.13927,star22,0,2.257996
38.13836,star22,0,2.207996
38.13746,star22,0,2.157996
38.13654,star22,0,2.107996
38.13557,star22,0,2.057996
38.12218,star22,0,1.881996
38.12116,star22,0,1.831996
38.11546,star22,0,1.781996
38.11457,star22,0,1.602396
38.10531,star22,0,1.552396
38.09961,star22,0,1.502396
38.09856,star22,0,1.452396
38.08883,star22,0,1.269196
38.08775,star22,0,1.219196
38.08201,star22,0,1.169196
38.08095,star22,0,1.119197
38.07214,star22,0,0.9323966
38.06665,star22,0,0.8823966
38.0514,star22,0,0.6919966
38.05022,star22,0,0.6419966
38.03382,star22,0,0.4479967
38.01797,star22,0,0.3979967
38.0015,star22,0,0.2003967
38.00036,star22,0,0.1503967
37.98375,star22,0,-0.0508032
37.98254,star22,0,-0.1008032
37.96722,star22,0,-0.3056031
37.9509,star22,0,-0.5140031
37.93492,star22,0,-0.7260031
37.91758,star22,0,-0.7760031
37.9016,star22,0,-0.991603
37.90057,star22,0,-1.041603
37.90057,star22,destroyed,destroyed
