Time,ObjectName,X,Y
45.88231,star15,4,6.95
45.86745,star15,4,6.896399
45.85139,star15,4,6.8392
45.83481,star15,4,6.778399
45.81756,star15,4,6.728399
45.80141,star15,4,6.663999
45.80024,star15,4,6.613999
45.78379,star15,4,6.545999
45.76804,star15,4,6.474399
45.75171,star15,4,6.399199
45.73433,star15,4,6.320398
45.71775,star15,4,6.270398
45.70136,star15,4,6.187998
45.70016,star15,4,6.137998
45.68388,star15,4,6.051998
45.6828,star15,4,6.001997
45.66741,star15,4,5.912397
45.66628,star15,4,5.862397
45.65076,star15,4,5.769197
45.6497,star15,4,5.719197
45.63417,star15,4,5.622396
45.63309,star15,4,5.572396
45.6175,star15,4,5.522396
45.6165,star15,4,5.472396
45.6053,star15,4,5.371996
45.60415,star15,4,5.321996
45.59836,star15,4,5.271996
45.58481,star15,4,5.167995
45.58381,star15,4,5.117995
45.5673,star15,4,5.010395
45.56616,star15,4,4.960395
45.55098,star15,4,4.849195
45.53474,star15,4,4.734395
45.51819,star15,4,4.684394
45.50161,star15,4,4.565994
45.48444,star15,4,4.443994
45.47877,star15,4,4.393994
45.47338,star15,4,4.268394
45.47235,star15,4,4.218393
45.46696,star15,4,4.168393
45.4516,star15,4,4.039193
45.45045,star15,4,3.989193
45.43394,star15,4,3.856393
45.41795,star15,4,3.806393
45.41219,star15,4,3.669993
45.41116,star15,4,3.619993
45.40184,star15,4,3.569993
45.40069,star15,4,3.519994
45.38386,star15,4,3.379994
45.38278,star15,4,3.329994
45.36784,star15,4,3.186394
45.36668,star15,4,3.136394
45.35095,star15,4,2.989194
45.34989,star15,4,2.939194
45.33407,star15,4,2.788394
45.33297,star15,4,2.738394
45.31726,star15,4,2.688394
45.31618,star15,4,2.638394
45.30545,star15,4,2.483994
45.30428,star15,4,2.433994
45.29846,star15,4,2.383994
45.28505,star15,4,2.225994
45.28376,star15,4,2.175994
45.2675,star15,4,2.014395
45.26651,star15,4,1.964395
45.25106,star15,4,1.799195
45.23489,star15,4,1.630395
45.21782,star15,4,1.580395
45.20161,star15,4,1.407995
45.2006,star15,4,1.357995
45.18383,star15,4,1.181995
45.16829,star15,4,1.002395
45.15173,star15,4,0.8191953
45.13506,star15,4,0.7691953
45.11804,star15,4,0.5823954
45.11697,star15,4,0.5323954
45.10072,star15,4,0.3419954
45.08488,star15,4,0.1479955
45.06824,star15,4,-0.04960446
45.0515,star15,4,-0.2508044
45.03472,star15,4,-0.4556043
45.02872,star15,4,-0.5056043
45.02348,star15,4,-0.5556043
45.02249,star15,4,-0.6056044
45.02159,star15,4,-0.6556044
45.0207,star15,4,-0.7056044
45.01978,star15,4,-0.7556044
45.0189,star15,4,-0.8056044
45.00565,star15,4,-1.014004
45.00014,star15,4,-1.064004
44.98484,star15,4,-1.276004
44.98379,star15,4,-1.326004
44.96758,star15,4,-1.541604
44.95166,star15,4,-1.760804
44.94577,star15,4,-1.810804
44.94047,star15,4,-1.860804
44.93946,star15,4,-1.910804
44.93849,star15,4,-1.960804
44.9376,star15,4,-2.010804
44.93669,star15,4,-2.060804
44.93579,star15,4,-2.110804
44.92239,star15,4,-2.333604
44.91676,star15,4,-2.383604
44.90126,star15,4,-2.610003
44.90029,star15,4,-2.660003
44.88448,star15,4,-2.890003
44.86822,star15,4,-3.123603
44.85175,star15,4,-3.360803
44.8351,star15,4,-3.410803
44.81785,star15,4,-3.651603
44.81659,star15,4,-3.701603
44.80078,star15,4,-3.946003
44.78489,star15,destroyed,destroyed
