Time,ObjectName,X,Y
23.71819,star37,4,6.95
23.70115,star37,4,6.896399
23.68504,star37,4,6.8392
23.66829,star37,4,6.778399
23.65151,star37,4,6.713999
23.63407,star37,4,6.645999
23.61721,star37,4,6.595999
23.60081,star37,4,6.524399
23.58463,star37,4,6.449199
23.56759,star37,4,6.370399
23.55105,star37,4,6.287998
23.53439,star37,4,6.201998
23.5181,star37,4,6.151998
23.50149,star37,4,6.062398
23.50035,star37,4,6.012398
23.48322,star37,4,5.919198
23.48217,star37,4,5.869197
23.4671,star37,4,5.772397
23.45138,star37,4,5.671997
23.43457,star37,4,5.567997
23.41811,star37,4,5.517997
23.40153,star37,4,5.410397
23.40028,star37,4,5.360396
23.3838,star37,4,5.249196
23.36832,star37,4,5.134396
23.35171,star37,4,5.015996
23.33468,star37,4,4.893996
23.31818,star37,4,4.843996
23.30163,star37,4,4.718395
23.28452,star37,4,4.589195
23.26811,star37,4,4.456395
23.25132,star37,4,4.319995
23.23449,star37,4,4.179995
23.21799,star37,4,4.129994
23.21165,star37,4,3.986395
23.21057,star37,4,3.936395
23.20077,star37,4,3.886395
23.18481,star37,4,3.739195
23.18367,star37,4,3.689195
23.16701,star37,4,3.538395
23.15146,star37,4,3.383995
23.13493,star37,4,3.225995
23.11784,star37,4,3.175995
23.10145,star37,4,3.014395
23.10038,star37,4,2.964395
23.08363,star37,4,2.799195
23.06833,star37,4,2.630395
23.05152,star37,4,2.457995
23.03482,star37,4,2.281996
23.01817,star37,4,2.231996
23.00129,star37,4,2.052396
22.9847,star37,4,1.869196
22.9679,star37,4,1.682396
22.96146,star37,4,1.632396
22.95169,star37,4,1.441996
22.95055,star37,4,1.391996
22.93324,star37,4,1.197996
22.91803,star37,4,1.147996
22.90111,star37,4,0.9503962
22.89995,star37,4,0.9003962
22.8839,star37,4,0.6991963
22.88288,star37,4,0.6491963
22.86727,star37,4,0.4443963
22.86616,star37,4,0.3943963
22.85073,star37,4,0.1859964
22.84967,star37,4,0.1359964
22.83412,star37,4,-0.07600354
22.83307,star37,4,-0.1260035
22.81731,star37,4,-0.1760035
22.81625,star37,4,-0.2260035
22.80544,star37,4,-0.4416035
22.80435,star37,4,-0.4916035
22.79885,star37,4,-0.5416035
22.78456,star37,4,-0.7608035
22.78348,star37,4,-0.8108035
22.76727,star37,4,-1.033603
22.76627,star37,4,-1.083603
22.75069,star37,4,-1.310003
22.7348,star37,4,-1.540003
22.71827,star37,4,-1.590003
22.7117,star37,4,-1.823603
22.70192,star37,4,-1.873603
22.68461,star37,4,-2.110803
22.67243,star37,4,-2.351603
22.66635,star37,4,-2.401603
22.6514,star37,4,-2.646003
22.65018,star37,4,-2.696003
22.64437,star37,4,-2.746003
22.64329,star37,4,-2.796003
22.63879,star37,4,-2.846003
22.63318,star37,4,-3.094002
22.63202,star37,4,-3.144002
22.61329,star37,4,-3.395602
22.61136,star37,4,-3.445602
22.60186,star37,4,-3.495602
22.59599,star37,4,-3.545602
22.59485,star37,4,-3.800802
22.59377,star37,4,-3.850802
22.58475,star37,4,-3.900802
22.58366,star37,4,-3.950802
22.57199,star37,destroyed,destroyed
